waktu,slot1,slot2,slot3,slot4,slot5,slot6,slot7,hari
13:53:00,1,1,1,1,1,1,1,Selasa
13:54:00,1,1,1,1,1,1,0,Selasa
13:55:00,1,1,0,1,1,0,1,Selasa
13:56:00,1,0,1,0,0,1,1,Selasa
13:57:00,1,1,1,1,1,1,0,Selasa
13:58:00,1,1,1,1,1,1,1,Selasa
13:59:00,1,1,1,1,0,1,1,Selasa
14:00:00,1,1,1,1,0,1,1,Selasa
14:01:00,0,1,1,0,1,1,0,Selasa
14:02:00,0,0,1,1,1,1,0,Selasa
14:03:00,1,1,1,1,1,0,0,Selasa
14:04:00,1,0,0,0,1,1,1,Selasa
14:05:00,1,1,0,1,1,1,0,Selasa
14:06:00,1,1,0,1,1,1,1,Selasa
14:07:00,0,0,1,1,1,1,1,Selasa
14:08:00,1,0,1,0,1,1,1,Selasa
14:09:00,1,0,1,1,1,1,1,Selasa
14:10:00,1,1,0,1,1,1,1,Selasa
14:11:00,0,1,1,0,1,1,1,Selasa
14:12:00,1,1,1,1,1,0,0,Selasa
14:13:00,1,1,1,1,1,0,1,Selasa
14:14:00,1,0,1,1,1,0,1,Selasa
14:15:00,0,1,1,1,1,0,1,Selasa
14:16:00,1,1,1,1,1,1,0,Selasa
14:17:00,1,1,1,1,1,1,1,Selasa
14:18:00,1,1,1,1,1,0,1,Selasa
14:19:00,1,0,1,0,1,0,0,Selasa
14:20:00,1,1,1,1,0,1,1,Selasa
14:21:00,1,1,1,1,1,1,0,Selasa
14:22:00,1,0,0,1,0,0,1,Selasa
14:23:00,1,1,1,1,1,1,1,Selasa
14:24:00,1,0,1,0,0,1,1,Selasa
14:25:00,1,1,0,1,1,0,1,Selasa
14:26:00,1,1,1,1,1,1,1,Selasa
14:27:00,1,1,1,1,0,1,1,Selasa
14:28:00,1,1,1,1,1,1,1,Selasa
14:29:00,1,1,1,1,1,1,1,Selasa
14:30:00,1,1,1,1,0,0,0,Selasa
14:31:00,0,0,0,1,0,1,1,Selasa
14:32:00,1,1,1,1,0,0,1,Selasa
14:33:00,0,1,1,1,0,0,1,Selasa
14:34:00,1,1,1,1,1,1,1,Selasa
14:35:00,1,0,1,1,1,0,1,Selasa
14:36:00,0,0,1,1,1,1,0,Selasa
14:37:00,1,1,1,1,0,1,1,Selasa
14:38:00,1,1,1,1,1,1,1,Selasa
14:39:00,1,1,1,1,1,1,1,Selasa
14:40:00,1,1,1,1,0,1,0,Selasa
14:41:00,1,1,0,0,1,1,1,Selasa
14:42:00,1,1,0,1,0,0,1,Selasa
14:43:00,1,0,1,1,0,1,0,Selasa
14:44:00,0,1,1,1,1,1,1,Selasa
14:45:00,1,1,1,0,1,0,1,Selasa
14:46:00,1,1,1,1,1,1,1,Selasa
14:47:00,1,1,1,0,1,1,1,Selasa
14:48:00,0,0,0,0,1,1,1,Selasa
14:49:00,1,1,0,1,1,1,1,Selasa
14:50:00,1,1,1,0,1,1,1,Selasa
14:51:00,0,1,1,1,1,1,1,Selasa
14:52:00,1,0,1,1,1,0,1,Selasa
14:53:00,1,1,1,1,1,1,1,Selasa
14:54:00,1,1,1,1,1,1,1,Selasa
14:55:00,0,1,0,1,1,0,1,Selasa
14:56:00,1,1,1,0,1,1,1,Selasa
14:57:00,1,1,1,1,1,1,1,Selasa
14:58:00,1,1,1,1,0,1,1,Selasa
14:59:00,0,1,1,0,1,1,1,Selasa
15:00:00,0,1,1,1,1,1,1,Selasa
15:01:00,1,1,1,1,1,1,1,Selasa
15:02:00,1,1,0,1,1,1,1,Selasa
15:03:00,1,1,1,1,0,1,1,Selasa
15:04:00,1,1,1,1,1,1,1,Selasa
15:05:00,1,1,1,0,1,1,1,Selasa
15:06:00,1,1,1,1,1,1,1,Selasa
15:07:00,1,1,0,1,1,1,1,Selasa
15:08:00,1,1,1,0,0,1,1,Selasa
15:09:00,0,0,1,1,1,0,0,Selasa
15:10:00,1,1,1,1,1,1,0,Selasa
15:11:00,1,0,1,1,1,0,1,Selasa
15:12:00,1,1,1,1,1,1,1,Selasa
15:13:00,0,0,1,1,1,0,1,Selasa
15:14:00,0,1,1,1,1,1,1,Selasa
15:15:00,0,1,1,1,1,1,1,Selasa
15:16:00,1,1,0,1,1,1,1,Selasa
15:17:00,0,1,0,1,1,1,1,Selasa
15:18:00,1,1,1,1,1,1,1,Selasa
15:19:00,1,1,1,1,0,0,0,Selasa
15:20:00,1,1,1,0,1,1,0,Selasa
15:21:00,0,1,1,1,1,1,1,Selasa
15:22:00,1,1,1,1,1,0,0,Selasa
15:23:00,0,0,0,1,0,1,1,Selasa
15:24:00,1,1,1,0,1,1,0,Selasa
15:25:00,0,1,1,0,1,1,1,Selasa
15:26:00,1,0,1,1,0,1,0,Selasa
15:27:00,1,1,1,1,1,0,1,Selasa
15:28:00,0,1,1,1,0,0,1,Selasa
15:29:00,1,1,1,1,1,1,0,Selasa
15:30:00,1,1,1,0,1,1,1,Selasa
15:31:00,1,0,1,1,0,1,0,Selasa
15:32:00,1,1,1,1,1,1,1,Selasa
15:33:00,1,1,1,1,0,0,1,Selasa
15:34:00,1,1,1,1,1,1,1,Selasa
15:35:00,1,0,1,1,1,1,0,Selasa
15:36:00,1,0,1,1,1,0,1,Selasa
15:37:00,1,1,1,1,1,0,1,Selasa
15:38:00,1,1,1,1,0,1,1,Selasa
15:39:00,1,1,1,0,1,1,1,Selasa
15:40:00,1,1,1,1,1,0,1,Selasa
15:41:00,1,0,1,1,1,1,1,Selasa
15:42:00,1,1,1,1,0,0,1,Selasa
15:43:00,1,1,1,1,0,1,1,Selasa
15:44:00,1,1,1,1,0,1,1,Selasa
15:45:00,0,0,1,1,1,1,0,Selasa
15:46:00,1,1,1,1,1,0,1,Selasa
15:47:00,1,0,1,1,1,1,0,Selasa
15:48:00,1,1,1,1,1,1,1,Selasa
15:49:00,0,1,1,1,1,1,0,Selasa
15:50:00,1,1,1,1,0,1,0,Selasa
15:51:00,1,1,1,0,0,0,1,Selasa
15:52:00,1,1,1,1,1,1,1,Selasa
15:53:00,0,1,1,1,1,1,1,Selasa
15:54:00,0,1,1,1,1,1,1,Selasa
15:55:00,0,0,1,1,1,1,1,Selasa
15:56:00,0,1,0,0,0,1,0,Selasa
15:57:00,1,1,1,1,1,1,1,Selasa
15:58:00,0,0,1,1,1,1,1,Selasa
15:59:00,0,1,1,0,1,0,1,Selasa
16:00:00,1,1,1,1,1,1,1,Selasa
16:01:00,1,1,0,1,1,1,0,Selasa
16:02:00,1,1,1,1,1,1,1,Selasa
16:03:00,1,1,1,1,1,1,1,Selasa
16:04:00,1,1,0,0,1,0,1,Selasa
16:05:00,1,1,1,0,1,1,1,Selasa
16:06:00,1,0,1,1,1,0,1,Selasa
16:07:00,1,1,1,1,0,1,1,Selasa
16:08:00,1,0,1,1,1,0,1,Selasa
16:09:00,1,1,0,1,1,1,1,Selasa
16:10:00,1,1,1,0,1,1,1,Selasa
16:11:00,1,1,1,0,1,1,0,Selasa
16:12:00,1,1,1,1,1,1,1,Selasa
16:13:00,1,1,1,0,0,1,1,Selasa
16:14:00,1,1,1,1,1,1,1,Selasa
16:15:00,0,1,1,1,1,0,1,Selasa
16:16:00,1,1,0,0,1,1,0,Selasa
16:17:00,0,1,1,0,1,1,1,Selasa
16:18:00,0,1,1,0,1,1,1,Selasa
16:19:00,1,1,0,1,1,1,1,Selasa
16:20:00,1,1,0,1,1,1,1,Selasa
16:21:00,1,1,0,0,1,1,1,Selasa
16:22:00,0,0,1,0,1,1,1,Selasa
16:23:00,1,0,1,1,1,1,1,Selasa
16:24:00,1,1,1,1,0,1,1,Selasa
16:25:00,1,1,1,1,1,1,0,Selasa
16:26:00,1,1,1,1,1,1,1,Selasa
16:27:00,1,1,1,0,0,1,1,Selasa
16:28:00,0,1,1,1,1,0,1,Selasa
16:29:00,0,1,0,1,1,1,1,Selasa
16:30:00,0,1,1,1,1,0,1,Selasa
16:31:00,1,1,1,1,0,1,0,Selasa
16:32:00,0,0,1,1,1,1,1,Selasa
16:33:00,1,1,1,1,0,1,1,Selasa
16:34:00,1,1,1,1,1,1,1,Selasa
16:35:00,0,1,1,0,1,1,1,Selasa
16:36:00,1,1,1,1,1,1,1,Selasa
16:37:00,1,0,1,1,1,1,1,Selasa
16:38:00,1,1,0,1,1,1,0,Selasa
16:39:00,1,1,1,0,1,1,1,Selasa
16:40:00,1,1,1,1,1,1,0,Selasa
16:41:00,1,0,1,1,1,0,1,Selasa
16:42:00,1,1,1,1,1,1,1,Selasa
16:43:00,1,0,1,0,1,1,1,Selasa
16:44:00,1,1,0,1,1,1,0,Selasa
16:45:00,1,1,0,0,1,1,1,Selasa
16:46:00,1,1,0,1,1,1,1,Selasa
16:47:00,1,1,1,1,1,1,0,Selasa
16:48:00,1,1,1,1,1,1,1,Selasa
16:49:00,1,1,1,0,1,1,1,Selasa
16:50:00,1,1,1,1,1,0,1,Selasa
16:51:00,1,1,1,0,1,1,0,Selasa
16:52:00,0,1,0,1,1,1,1,Selasa
16:53:00,1,1,1,1,1,1,1,Selasa
16:54:00,0,1,1,1,1,0,0,Selasa
16:55:00,1,1,1,1,1,1,0,Selasa
16:56:00,1,1,1,1,0,1,1,Selasa
16:57:00,1,0,1,1,1,1,0,Selasa
16:58:00,1,1,1,1,1,1,1,Selasa
16:59:00,1,1,1,1,0,0,1,Selasa
17:00:00,0,0,0,0,0,0,0,Selasa
17:01:00,0,0,0,0,0,0,0,Selasa
17:02:00,0,0,0,0,0,0,0,Selasa
17:03:00,0,0,0,0,0,0,0,Selasa
17:04:00,0,0,0,0,1,0,0,Selasa
17:05:00,0,0,0,0,1,1,0,Selasa
17:06:00,0,0,0,0,0,0,0,Selasa
17:07:00,0,0,0,0,0,0,0,Selasa
17:08:00,0,1,0,0,0,0,0,Selasa
17:09:00,0,0,1,0,0,0,0,Selasa
17:10:00,0,0,0,0,0,0,0,Selasa
17:11:00,1,0,0,0,0,0,0,Selasa
17:12:00,0,0,0,0,0,0,0,Selasa
17:13:00,0,0,0,0,0,0,0,Selasa
17:14:00,0,0,0,0,0,0,0,Selasa
17:15:00,0,0,0,0,0,0,0,Selasa
17:16:00,0,0,0,0,0,0,0,Selasa
17:17:00,0,0,0,0,0,0,0,Selasa
17:18:00,0,0,0,0,0,0,0,Selasa
17:19:00,0,0,0,0,0,0,0,Selasa
17:20:00,0,1,0,0,0,0,0,Selasa
17:21:00,0,0,0,0,0,0,0,Selasa
17:22:00,0,0,0,0,1,0,0,Selasa
17:23:00,1,0,0,0,0,0,0,Selasa
17:24:00,0,0,0,0,0,0,0,Selasa
17:25:00,1,0,0,0,0,0,0,Selasa
17:26:00,0,0,0,0,0,0,0,Selasa
17:27:00,0,1,0,0,0,0,0,Selasa
17:28:00,0,0,0,0,0,1,0,Selasa
17:29:00,0,0,1,0,0,0,1,Selasa
17:30:00,1,1,0,0,0,0,0,Selasa
17:31:00,1,0,0,0,0,0,0,Selasa
17:32:00,0,0,0,0,0,0,0,Selasa
17:33:00,0,0,0,0,0,0,0,Selasa
17:34:00,0,0,0,0,0,0,0,Selasa
17:35:00,0,0,0,0,0,0,0,Selasa
17:36:00,0,0,0,0,0,1,0,Selasa
17:37:00,0,0,0,0,0,0,0,Selasa
17:38:00,0,0,0,0,0,0,0,Selasa
17:39:00,0,0,0,0,0,0,0,Selasa
17:40:00,0,0,0,0,0,0,0,Selasa
17:41:00,0,0,1,0,0,0,0,Selasa
17:42:00,0,0,0,0,0,0,0,Selasa
17:43:00,0,0,0,0,0,0,0,Selasa
17:44:00,0,0,0,1,0,0,0,Selasa
17:45:00,0,0,0,1,0,0,0,Selasa
17:46:00,0,0,0,0,0,0,0,Selasa
17:47:00,0,0,0,0,0,0,0,Selasa
17:48:00,0,0,0,0,0,0,0,Selasa
17:49:00,0,1,0,0,0,0,0,Selasa
17:50:00,0,0,0,0,0,0,0,Selasa
17:51:00,0,0,1,0,0,0,0,Selasa
17:52:00,0,1,0,0,0,0,1,Selasa
17:53:00,0,0,0,0,0,0,0,Selasa
17:54:00,0,0,0,1,0,0,0,Selasa
17:55:00,0,0,0,0,0,0,0,Selasa
17:56:00,0,0,0,0,0,0,0,Selasa
17:57:00,0,0,0,0,0,0,0,Selasa
17:58:00,0,1,0,0,0,0,1,Selasa
17:59:00,1,0,0,0,0,0,0,Selasa
18:00:00,0,0,0,0,0,0,0,Selasa
18:01:00,0,0,1,1,0,0,0,Selasa
18:02:00,0,0,0,0,0,0,0,Selasa
18:03:00,0,0,0,0,1,1,0,Selasa
18:04:00,0,0,0,0,1,0,0,Selasa
18:05:00,0,0,1,0,1,0,0,Selasa
18:06:00,0,0,0,0,0,0,0,Selasa
18:07:00,0,0,0,1,0,0,0,Selasa
18:08:00,1,1,0,0,0,0,0,Selasa
18:09:00,0,0,1,0,0,0,0,Selasa
18:10:00,0,1,0,0,0,0,0,Selasa
18:11:00,1,0,0,0,0,0,0,Selasa
18:12:00,0,0,0,0,0,0,0,Selasa
18:13:00,0,0,0,0,0,0,0,Selasa
18:14:00,0,0,0,1,0,1,0,Selasa
18:15:00,0,0,0,0,0,1,0,Selasa
18:16:00,0,0,0,0,0,0,0,Selasa
18:17:00,0,0,1,0,0,0,0,Selasa
18:18:00,0,0,0,0,0,0,0,Selasa
18:19:00,0,0,0,0,0,0,0,Selasa
18:20:00,0,0,0,0,0,0,0,Selasa
18:21:00,0,1,0,0,0,0,0,Selasa
18:22:00,0,1,0,1,0,0,0,Selasa
18:23:00,0,1,0,0,0,0,0,Selasa
18:24:00,0,0,0,0,0,0,0,Selasa
18:25:00,0,0,0,1,0,0,0,Selasa
18:26:00,0,0,1,0,0,1,0,Selasa
18:27:00,0,1,0,0,1,0,0,Selasa
18:28:00,0,1,0,0,0,0,0,Selasa
18:29:00,0,0,0,0,0,0,0,Selasa
18:30:00,0,0,1,0,1,0,0,Selasa
18:31:00,0,0,0,0,0,0,0,Selasa
18:32:00,0,0,0,0,0,0,0,Selasa
18:33:00,0,0,0,0,0,0,0,Selasa
18:34:00,1,0,0,0,0,0,0,Selasa
18:35:00,0,0,0,0,0,0,0,Selasa
18:36:00,0,0,0,0,0,0,1,Selasa
18:37:00,0,0,0,0,0,0,1,Selasa
18:38:00,0,0,0,1,0,0,0,Selasa
18:39:00,0,0,0,1,0,0,0,Selasa
18:40:00,0,1,1,0,0,0,0,Selasa
18:41:00,0,0,0,0,0,0,0,Selasa
18:42:00,0,0,0,0,0,0,1,Selasa
18:43:00,0,0,0,1,1,0,0,Selasa
18:44:00,0,0,0,1,0,0,1,Selasa
18:45:00,1,0,0,0,1,0,0,Selasa
18:46:00,0,0,0,0,0,0,0,Selasa
18:47:00,1,0,0,0,0,0,0,Selasa
18:48:00,0,0,0,0,0,0,1,Selasa
18:49:00,0,0,0,1,0,0,0,Selasa
18:50:00,0,0,0,0,0,0,0,Selasa
18:51:00,1,0,0,0,0,0,0,Selasa
18:52:00,0,0,0,0,0,0,0,Selasa
18:53:00,0,0,0,0,0,0,0,Selasa
18:54:00,1,0,0,0,0,0,0,Selasa
18:55:00,0,0,0,0,0,0,0,Selasa
18:56:00,0,0,0,0,0,0,0,Selasa
18:57:00,0,0,0,0,0,0,1,Selasa
18:58:00,0,0,0,1,1,0,0,Selasa
18:59:00,0,0,0,0,0,0,0,Selasa
19:00:00,0,0,0,0,0,0,0,Selasa
19:01:00,0,0,0,0,0,0,1,Selasa
19:02:00,1,0,0,0,0,0,0,Selasa
19:03:00,0,0,0,0,0,0,0,Selasa
19:04:00,0,1,0,0,0,0,1,Selasa
19:05:00,0,0,0,1,0,0,0,Selasa
19:06:00,0,0,0,0,0,0,1,Selasa
19:07:00,0,1,0,0,0,0,0,Selasa
19:08:00,0,0,0,0,0,0,0,Selasa
19:09:00,0,0,0,0,0,0,0,Selasa
19:10:00,0,0,0,0,0,0,0,Selasa
19:11:00,0,0,0,0,0,0,0,Selasa
19:12:00,0,0,0,0,0,0,0,Selasa
19:13:00,0,0,0,0,0,0,1,Selasa
19:14:00,0,0,0,0,0,0,0,Selasa
19:15:00,0,0,0,1,0,1,0,Selasa
19:16:00,0,0,0,0,1,0,0,Selasa
19:17:00,0,0,0,0,0,0,0,Selasa
19:18:00,0,1,0,0,0,0,0,Selasa
19:19:00,0,0,0,0,0,1,0,Selasa
19:20:00,0,0,0,1,1,1,0,Selasa
19:21:00,0,1,0,0,0,1,0,Selasa
19:22:00,0,0,0,0,0,0,0,Selasa
19:23:00,0,1,0,0,0,0,0,Selasa
19:24:00,0,0,0,0,0,0,1,Selasa
19:25:00,0,0,0,0,0,0,0,Selasa
19:26:00,0,0,0,0,1,1,0,Selasa
19:27:00,0,0,0,0,0,0,1,Selasa
19:28:00,0,1,1,0,0,0,0,Selasa
19:29:00,0,0,0,1,0,0,0,Selasa
19:30:00,0,0,0,0,0,0,1,Selasa
19:31:00,0,1,0,0,0,0,0,Selasa
19:32:00,0,0,0,0,0,0,0,Selasa
19:33:00,0,0,0,1,0,1,0,Selasa
19:34:00,0,0,0,0,0,0,0,Selasa
19:35:00,0,0,0,0,0,0,1,Selasa
19:36:00,0,0,1,1,0,0,0,Selasa
19:37:00,0,0,0,0,0,0,0,Selasa
19:38:00,0,0,0,0,0,0,0,Selasa
19:39:00,1,0,0,0,0,0,0,Selasa
19:40:00,0,0,1,0,1,1,0,Selasa
19:41:00,0,1,0,0,0,0,0,Selasa
19:42:00,0,0,0,0,0,0,0,Selasa
19:43:00,0,0,0,0,0,0,0,Selasa
19:44:00,1,0,0,0,0,0,0,Selasa
19:45:00,0,0,0,0,0,0,0,Selasa
19:46:00,0,0,0,0,0,0,0,Selasa
19:47:00,0,1,0,0,0,0,0,Selasa
19:48:00,1,0,0,0,1,0,1,Selasa
19:49:00,0,1,0,0,0,1,0,Selasa
19:50:00,0,0,0,0,0,0,0,Selasa
19:51:00,0,0,0,0,0,0,0,Selasa
19:52:00,0,0,0,0,1,0,1,Selasa
19:53:00,0,0,0,0,0,0,0,Selasa
19:54:00,0,0,0,0,0,0,0,Selasa
19:55:00,0,0,0,1,0,0,0,Selasa
19:56:00,0,0,0,0,0,0,0,Selasa
19:57:00,1,0,0,0,0,0,0,Selasa
19:58:00,0,0,0,0,0,0,0,Selasa
19:59:00,0,0,0,0,0,0,1,Selasa
20:00:00,0,0,0,0,0,0,0,Selasa
20:01:00,0,1,0,0,0,0,0,Selasa
20:02:00,0,0,0,0,0,0,1,Selasa
20:03:00,1,0,0,0,0,0,0,Selasa
20:04:00,0,0,0,0,0,0,0,Selasa
20:05:00,1,0,0,0,0,0,0,Selasa
20:06:00,0,0,0,0,0,0,0,Selasa
20:07:00,0,0,0,0,0,0,0,Selasa
20:08:00,0,0,0,0,0,0,0,Selasa
20:09:00,1,0,1,0,0,0,0,Selasa
20:10:00,0,0,1,0,0,0,1,Selasa
20:11:00,0,0,0,0,1,0,0,Selasa
20:12:00,0,0,0,0,0,0,0,Selasa
20:13:00,0,0,0,0,0,0,0,Selasa
20:14:00,0,0,0,0,1,0,0,Selasa
20:15:00,0,0,0,0,0,0,0,Selasa
20:16:00,0,0,0,0,0,0,1,Selasa
20:17:00,0,0,0,0,0,0,0,Selasa
20:18:00,0,0,0,0,0,0,0,Selasa
20:19:00,0,1,1,0,1,0,0,Selasa
20:20:00,0,0,0,1,0,0,0,Selasa
20:21:00,1,0,0,1,0,0,0,Selasa
20:22:00,0,1,0,0,0,0,0,Selasa
20:23:00,0,1,0,0,0,0,1,Selasa
20:24:00,1,0,0,0,0,0,0,Selasa
20:25:00,0,0,0,0,0,0,0,Selasa
20:26:00,0,0,1,0,0,0,0,Selasa
20:27:00,0,0,0,0,0,0,0,Selasa
20:28:00,0,0,0,0,0,0,0,Selasa
20:29:00,0,0,0,0,0,0,0,Selasa
20:30:00,0,0,1,0,0,0,0,Selasa
20:31:00,0,0,0,0,0,0,0,Selasa
20:32:00,0,0,0,0,0,0,0,Selasa
20:33:00,0,1,0,0,0,0,0,Selasa
20:34:00,0,1,0,0,0,0,0,Selasa
20:35:00,0,0,0,0,0,0,0,Selasa
20:36:00,1,0,0,0,0,0,0,Selasa
20:37:00,0,0,0,1,0,0,0,Selasa
20:38:00,0,1,0,0,0,0,0,Selasa
20:39:00,1,0,0,0,0,0,0,Selasa
20:40:00,0,0,0,0,1,0,0,Selasa
20:41:00,0,0,0,0,0,0,0,Selasa
20:42:00,0,0,0,0,0,0,0,Selasa
20:43:00,0,0,0,0,0,0,1,Selasa
20:44:00,0,0,0,0,0,0,0,Selasa
20:45:00,0,0,1,0,0,0,0,Selasa
20:46:00,0,0,0,0,0,0,0,Selasa
20:47:00,0,0,0,0,0,0,0,Selasa
20:48:00,1,0,0,0,0,0,0,Selasa
20:49:00,0,0,1,1,0,0,0,Selasa
20:50:00,0,0,0,0,0,0,0,Selasa
20:51:00,0,0,0,0,0,0,0,Selasa
20:52:00,0,0,0,0,0,0,0,Selasa
20:53:00,0,0,0,0,0,0,0,Selasa
20:54:00,0,1,0,1,0,0,0,Selasa
20:55:00,0,0,0,1,0,0,0,Selasa
20:56:00,0,0,0,0,0,0,0,Selasa
20:57:00,0,0,0,0,0,0,0,Selasa
20:58:00,0,0,0,0,0,0,0,Selasa
20:59:00,0,0,0,0,0,0,0,Selasa
21:00:00,0,0,1,0,1,0,0,Selasa
21:01:00,0,0,0,0,1,0,0,Selasa
21:02:00,0,0,1,0,0,0,0,Selasa
21:03:00,0,0,0,0,0,0,0,Selasa
21:04:00,1,0,0,0,0,0,0,Selasa
21:05:00,0,0,0,0,0,0,1,Selasa
21:06:00,0,0,0,0,0,0,0,Selasa
21:07:00,0,0,0,0,1,0,0,Selasa
21:08:00,0,0,0,0,0,0,0,Selasa
21:09:00,0,0,0,1,0,1,0,Selasa
21:10:00,0,0,0,0,0,0,0,Selasa
21:11:00,0,0,0,0,0,0,0,Selasa
21:12:00,0,0,0,0,0,1,0,Selasa
21:13:00,1,0,0,0,0,0,0,Selasa
21:14:00,0,0,0,0,0,0,0,Selasa
21:15:00,0,0,0,0,0,0,0,Selasa
21:16:00,0,0,0,0,0,0,0,Selasa
21:17:00,0,0,0,0,1,1,0,Selasa
21:18:00,0,0,0,0,0,0,0,Selasa
21:19:00,0,0,0,0,0,0,0,Selasa
21:20:00,0,0,0,1,0,0,0,Selasa
21:21:00,0,0,0,0,0,0,0,Selasa
21:22:00,1,0,0,0,0,0,0,Selasa
21:23:00,0,0,0,0,0,0,0,Selasa
21:24:00,0,0,0,0,0,0,0,Selasa
21:25:00,0,0,0,1,1,0,0,Selasa
21:26:00,0,0,0,0,0,0,0,Selasa
21:27:00,0,0,0,0,0,0,0,Selasa
21:28:00,0,1,0,0,0,0,0,Selasa
21:29:00,0,0,0,0,0,0,0,Selasa
21:30:00,0,0,0,0,0,0,0,Selasa
21:31:00,0,0,0,0,0,0,0,Selasa
21:32:00,0,1,0,1,0,0,0,Selasa
21:33:00,0,0,0,1,0,0,0,Selasa
21:34:00,0,0,0,0,0,0,0,Selasa
21:35:00,0,0,0,1,0,0,0,Selasa
21:36:00,0,0,0,0,0,0,0,Selasa
21:37:00,0,0,0,0,0,0,0,Selasa
21:38:00,0,0,0,0,0,0,0,Selasa
21:39:00,0,1,0,0,0,0,0,Selasa
21:40:00,0,0,0,0,0,0,0,Selasa
21:41:00,0,0,0,0,1,0,0,Selasa
21:42:00,1,0,0,0,0,0,0,Selasa
21:43:00,1,0,0,0,0,0,0,Selasa
21:44:00,0,0,0,0,0,0,0,Selasa
21:45:00,0,0,1,0,0,0,1,Selasa
21:46:00,1,0,0,0,0,0,0,Selasa
21:47:00,0,0,0,0,0,0,0,Selasa
21:48:00,1,0,0,0,0,1,0,Selasa
21:49:00,0,1,0,1,0,0,1,Selasa
21:50:00,0,0,0,0,1,1,0,Selasa
21:51:00,1,0,0,0,0,0,0,Selasa
21:52:00,0,0,0,0,0,0,0,Selasa
21:53:00,0,0,0,0,0,0,0,Selasa
21:54:00,0,0,0,0,0,0,0,Selasa
21:55:00,0,0,0,0,0,0,0,Selasa
21:56:00,0,0,1,0,0,0,0,Selasa
21:57:00,0,0,0,0,0,0,1,Selasa
21:58:00,0,0,0,0,1,0,0,Selasa
21:59:00,0,0,0,0,0,1,0,Selasa
22:00:00,0,1,0,1,0,0,0,Selasa
22:01:00,0,0,0,0,0,1,0,Selasa
22:02:00,0,0,0,0,0,0,0,Selasa
22:03:00,0,0,0,0,1,1,0,Selasa
22:04:00,1,0,0,0,0,0,0,Selasa
22:05:00,0,0,0,0,1,0,0,Selasa
22:06:00,0,0,0,0,0,0,0,Selasa
22:07:00,0,0,1,1,1,0,0,Selasa
22:08:00,1,0,0,0,0,0,0,Selasa
22:09:00,0,1,0,1,1,0,0,Selasa
22:10:00,0,0,0,0,0,0,0,Selasa
22:11:00,0,0,0,0,0,0,0,Selasa
22:12:00,0,0,1,0,0,1,0,Selasa
22:13:00,0,0,0,0,0,1,0,Selasa
22:14:00,0,0,0,0,0,1,0,Selasa
22:15:00,0,0,0,1,0,0,0,Selasa
22:16:00,0,0,0,1,0,0,0,Selasa
22:17:00,0,0,0,0,0,0,0,Selasa
22:18:00,0,0,0,0,0,0,0,Selasa
22:19:00,0,0,0,0,0,0,0,Selasa
22:20:00,0,0,0,0,0,0,0,Selasa
22:21:00,0,0,0,0,0,0,0,Selasa
22:22:00,0,0,0,0,0,0,0,Selasa
22:23:00,0,0,0,0,0,0,0,Selasa
22:24:00,0,0,0,0,0,0,0,Selasa
22:25:00,0,0,0,1,0,0,0,Selasa
22:26:00,0,1,0,0,1,0,0,Selasa
22:27:00,1,0,0,0,0,0,0,Selasa
22:28:00,0,0,0,0,0,0,0,Selasa
22:29:00,0,0,0,0,1,0,0,Selasa
22:30:00,0,0,0,0,0,0,0,Selasa
22:31:00,0,0,0,0,0,0,0,Selasa
22:32:00,0,0,1,0,0,0,1,Selasa
22:33:00,0,0,0,0,0,0,0,Selasa
22:34:00,0,0,0,0,0,0,0,Selasa
22:35:00,0,1,0,0,0,0,0,Selasa
22:36:00,0,0,0,0,0,0,0,Selasa
22:37:00,0,0,0,0,0,0,0,Selasa
22:38:00,0,0,0,0,0,1,0,Selasa
22:39:00,0,0,0,0,0,0,0,Selasa
22:40:00,0,0,0,0,0,0,0,Selasa
22:41:00,0,0,0,0,0,0,0,Selasa
22:42:00,0,1,0,0,0,1,0,Selasa
22:43:00,0,0,0,0,0,0,0,Selasa
22:44:00,0,0,0,0,1,0,0,Selasa
22:45:00,0,1,0,0,0,0,0,Selasa
22:46:00,0,0,0,0,0,0,0,Selasa
22:47:00,0,0,0,0,0,0,0,Selasa
22:48:00,1,0,0,0,0,0,0,Selasa
22:49:00,0,0,0,0,0,0,0,Selasa
22:50:00,1,0,0,0,0,0,0,Selasa
22:51:00,0,0,0,0,0,1,0,Selasa
22:52:00,0,0,0,0,0,0,0,Selasa
22:53:00,0,0,0,0,0,0,0,Selasa
22:54:00,0,0,0,0,0,0,0,Selasa
22:55:00,0,0,0,0,0,0,0,Selasa
22:56:00,0,0,1,0,0,0,0,Selasa
22:57:00,0,0,0,0,0,0,1,Selasa
22:58:00,1,0,0,1,0,0,0,Selasa
22:59:00,0,0,0,0,0,0,0,Selasa
23:00:00,0,0,0,0,0,0,0,Selasa
23:01:00,0,0,0,0,0,0,1,Selasa
23:02:00,1,0,0,0,0,1,0,Selasa
23:03:00,0,0,0,0,0,1,0,Selasa
23:04:00,0,0,0,0,0,0,0,Selasa
23:05:00,0,0,0,0,0,1,0,Selasa
23:06:00,0,0,1,0,0,0,0,Selasa
23:07:00,0,1,0,0,0,0,0,Selasa
23:08:00,0,0,1,0,0,0,0,Selasa
23:09:00,0,0,0,0,0,0,0,Selasa
23:10:00,0,0,0,0,0,0,0,Selasa
